Date,Open,High,Low,Close,Adj Close,Volume
2022-08-09,2.812000036239624,2.813999891281128,2.7739999294281006,2.796999931335449,2.796999931335449,0
2022-08-10,2.812000036239624,2.818000078201294,2.6740000247955322,2.7860000133514404,2.7860000133514404,0
2022-08-11,2.739000082015991,2.9019999504089355,2.7300000190734863,2.888000011444092,2.888000011444092,0
2022-08-12,2.8480000495910645,2.878999948501587,2.8369998931884766,2.8489999771118164,2.8489999771118164,0
2022-08-15,2.803999900817871,2.803999900817871,2.759000062942505,2.7909998893737793,2.7909998893737793,0
2022-08-16,2.805999994277954,2.871000051498413,2.803999900817871,2.8239998817443848,2.8239998817443848,0
2022-08-17,2.8949999809265137,2.9189999103546143,2.859999895095825,2.8929998874664307,2.8929998874664307,0
2022-08-18,2.865999937057495,2.8910000324249268,2.8350000381469727,2.880000114440918,2.880000114440918,0
2022-08-19,2.9609999656677246,2.997999906539917,2.9519999027252197,2.989000082015991,2.989000082015991,0
2022-08-22,2.9809999465942383,3.0409998893737793,2.9649999141693115,3.0369999408721924,3.0369999408721924,0
2022-08-23,3.0329999923706055,3.078000068664551,2.9830000400543213,3.053999900817871,3.053999900817871,0
2022-08-24,3.0480000972747803,3.125999927520752,3.0480000972747803,3.1059999465942383,3.1059999465942383,0
2022-08-25,3.1080000400543213,3.128000020980835,3.0199999809265137,3.0260000228881836,3.0260000228881836,0
2022-08-26,3.071000099182129,3.0869998931884766,3.007999897003174,3.0350000858306885,3.0350000858306885,0
2022-08-29,3.0989999771118164,3.125,3.0859999656677246,3.109999895095825,3.109999895095825,0
2022-08-30,3.072999954223633,3.1510000228881836,3.066999912261963,3.109999895095825,3.109999895095825,0
2022-08-31,3.127000093460083,3.1440000534057617,3.1029999256134033,3.132999897003174,3.132999897003174,0
2022-09-01,3.2170000076293945,3.2950000762939453,3.2170000076293945,3.265000104904175,3.265000104904175,0
2022-09-02,3.257999897003174,3.2880001068115234,3.1760001182556152,3.193000078201294,3.193000078201294,0
2022-09-06,3.25,3.3529999256134033,3.24399995803833,3.3399999141693115,3.3399999141693115,0
2022-09-07,3.322999954223633,3.3320000171661377,3.25,3.265000104904175,3.265000104904175,0
2022-09-08,3.2309999465942383,3.303999900817871,3.2090001106262207,3.2920000553131104,3.2920000553131104,0
2022-09-09,3.2730000019073486,3.325000047683716,3.250999927520752,3.321000099182129,3.321000099182129,0
2022-09-12,3.2679998874664307,3.365000009536743,3.26200008392334,3.361999988555908,3.361999988555908,0
2022-09-13,3.302000045776367,3.4579999446868896,3.2929999828338623,3.421999931335449,3.421999931335449,0
2022-09-14,3.4600000381469727,3.4760000705718994,3.382999897003174,3.4119999408721924,3.4119999408721924,0
2022-09-15,3.4649999141693115,3.4679999351501465,3.4100000858306885,3.4590001106262207,3.4590001106262207,0
2022-09-16,3.453000068664551,3.490000009536743,3.4149999618530273,3.447999954223633,3.447999954223633,0
2022-09-19,3.509999990463257,3.509999990463257,3.4630000591278076,3.490000009536743,3.490000009536743,0
2022-09-20,3.552999973297119,3.6019999980926514,3.5339999198913574,3.571000099182129,3.571000099182129,0
2022-09-21,3.5299999713897705,3.619999885559082,3.503000020980835,3.509999990463257,3.509999990463257,0
2022-09-22,3.5480000972747803,3.7160000801086426,3.5460000038146973,3.7079999446868896,3.7079999446868896,0
2022-09-23,3.7690000534057617,3.7730000019073486,3.6589999198913574,3.697000026702881,3.697000026702881,0
2022-09-26,3.7829999923706055,3.9040000438690186,3.734999895095825,3.878000020980835,3.878000020980835,0
2022-09-27,3.809000015258789,3.992000102996826,3.809000015258789,3.9639999866485596,3.9639999866485596,0
2022-09-28,3.9110000133514404,3.9130001068115234,3.703000068664551,3.7049999237060547,3.7049999237060547,0
2022-09-29,3.818000078201294,3.8259999752044678,3.7209999561309814,3.746999979019165,3.746999979019165,0
2022-09-30,3.7139999866485596,3.803999900817871,3.686000108718872,3.803999900817871,3.803999900817871,0
2022-10-03,3.7119998931884766,3.7119998931884766,3.568000078201294,3.6510000228881836,3.6510000228881836,0
2022-10-04,3.5929999351501465,3.6589999198913574,3.563999891281128,3.617000102996826,3.617000102996826,0
2022-10-05,3.703000068664551,3.7890000343322754,3.697000026702881,3.759000062942505,3.759000062942505,0
2022-10-06,3.763000011444092,3.8440001010894775,3.740999937057495,3.8259999752044678,3.8259999752044678,0
2022-10-07,3.8329999446868896,3.9100000858306885,3.8329999446868896,3.882999897003174,3.882999897003174,0
2022-10-10,3.888000011444092,3.888000011444092,3.888000011444092,3.888000011444092,3.888000011444092,0
2022-10-11,3.9000000953674316,3.9700000286102295,3.869999885559082,3.938999891281128,3.938999891281128,0
2022-10-12,3.953000068664551,3.9779999256134033,3.884000062942505,3.9019999504089355,3.9019999504089355,0
2022-10-13,3.859999895095825,4.079999923706055,3.8440001010894775,3.9519999027252197,3.9519999027252197,0
2022-10-14,3.88700008392334,4.031000137329102,3.8510000705718994,4.010000228881836,4.010000228881836,0
2022-10-17,3.938999891281128,4.014999866485596,3.9100000858306885,4.014999866485596,4.014999866485596,0
2022-10-18,3.9839999675750732,4.066999912261963,3.9649999141693115,3.997999906539917,3.997999906539917,0
2022-10-19,4.093999862670898,4.136000156402588,4.066999912261963,4.126999855041504,4.126999855041504,0
2022-10-20,4.123000144958496,4.228000164031982,4.10099983215332,4.22599983215332,4.22599983215332,0
2022-10-21,4.330999851226807,4.333000183105469,4.199999809265137,4.2129998207092285,4.2129998207092285,0
2022-10-24,4.191999912261963,4.290999889373779,4.171000003814697,4.234000205993652,4.234000205993652,0
2022-10-25,4.163000106811523,4.171000003814697,4.052000045776367,4.107999801635742,4.107999801635742,0
2022-10-26,4.059000015258789,4.081999778747559,3.996999979019165,4.014999866485596,4.014999866485596,0
2022-10-27,4.060999870300293,4.066999912261963,3.9110000133514404,3.937000036239624,3.937000036239624,0
2022-10-28,3.99399995803833,4.047999858856201,3.950000047683716,4.010000228881836,4.010000228881836,0
2022-10-31,4.031000137329102,4.083000183105469,4.031000137329102,4.077000141143799,4.077000141143799,0
2022-11-01,3.937000036239624,4.078999996185303,3.9200000762939453,4.052000045776367,4.052000045776367,0
2022-11-02,4.044000148773193,4.078000068664551,3.9760000705718994,4.059000015258789,4.059000015258789,0
2022-11-03,4.183000087738037,4.2230000495910645,4.111000061035156,4.124000072479248,4.124000072479248,0
2022-11-04,4.164999961853027,4.209000110626221,4.104000091552734,4.156000137329102,4.156000137329102,0
2022-11-07,4.142000198364258,4.2179999351501465,4.142000198364258,4.214000225067139,4.214000225067139,0
2022-11-08,4.197000026702881,4.203000068664551,4.120999813079834,4.125999927520752,4.125999927520752,0
2022-11-09,4.151000022888184,4.173999786376953,4.0970001220703125,4.151000022888184,4.151000022888184,0
2022-11-10,4.074999809265137,4.090000152587891,3.8239998817443848,3.8289999961853027,3.8289999961853027,0
2022-11-11,3.812999963760376,3.812999963760376,3.812999963760376,3.812999963760376,3.812999963760376,0
2022-11-14,3.884000062942505,3.9010000228881836,3.8540000915527344,3.865000009536743,3.865000009536743,0
2022-11-15,3.815999984741211,3.8440001010894775,3.759999990463257,3.7990000247955322,3.7990000247955322,0
2022-11-16,3.7679998874664307,3.796999931335449,3.691999912261963,3.691999912261963,3.691999912261963,0
2022-11-17,3.76200008392334,3.802999973297119,3.743000030517578,3.7750000953674316,3.7750000953674316,0
2022-11-18,3.805000066757202,3.8269999027252197,3.76200008392334,3.818000078201294,3.818000078201294,0
2022-11-21,3.813999891281128,3.8359999656677246,3.76200008392334,3.825000047683716,3.825000047683716,0
2022-11-22,3.802999973297119,3.816999912261963,3.749000072479248,3.757999897003174,3.757999897003174,0
2022-11-23,3.7760000228881836,3.796999931335449,3.694999933242798,3.7060000896453857,3.7060000896453857,0
2022-11-25,3.7260000705718994,3.75600004196167,3.680999994277954,3.690999984741211,3.690999984741211,0
2022-11-28,3.683000087738037,3.7179999351501465,3.6679999828338623,3.703000068664551,3.703000068664551,0
2022-11-29,3.694000005722046,3.759000062942505,3.678999900817871,3.747999906539917,3.747999906539917,0
2022-11-30,3.7269999980926514,3.7980000972747803,3.690000057220459,3.703000068664551,3.703000068664551,0
2022-12-01,3.5940001010894775,3.63100004196167,3.5269999504089355,3.5290000438690186,3.5290000438690186,0
2022-12-02,3.5190000534057617,3.638000011444092,3.503999948501587,3.50600004196167,3.50600004196167,0
2022-12-05,3.5299999713897705,3.611999988555908,3.513000011444092,3.5989999771118164,3.5989999771118164,0
2022-12-06,3.561000108718872,3.5829999446868896,3.507999897003174,3.513000011444092,3.513000011444092,0
2022-12-07,3.552999973297119,3.552999973297119,3.4019999504089355,3.4079999923706055,3.4079999923706055,0
2022-12-08,3.4670000076293945,3.50600004196167,3.447999954223633,3.490999937057495,3.490999937057495,0
2022-12-09,3.4760000705718994,3.569000005722046,3.4630000591278076,3.566999912261963,3.566999912261963,0
2022-12-12,3.5429999828338623,3.630000114440918,3.5209999084472656,3.6110000610351562,3.6110000610351562,0
2022-12-13,3.5850000381469727,3.5910000801086426,3.4230000972747803,3.500999927520752,3.500999927520752,0
2022-12-14,3.507999897003174,3.559999942779541,3.4790000915527344,3.503000020980835,3.503000020980835,0
2022-12-15,3.505000114440918,3.5209999084472656,3.430000066757202,3.450000047683716,3.450000047683716,0
2022-12-16,3.50600004196167,3.556999921798706,3.4619998931884766,3.4820001125335693,3.4820001125335693,0
2022-12-19,3.559000015258789,3.6010000705718994,3.552000045776367,3.5810000896453857,3.5810000896453857,0
2022-12-20,3.6619999408721924,3.7009999752044678,3.6530001163482666,3.684000015258789,3.684000015258789,0
2022-12-21,3.6470000743865967,3.697000026702881,3.621000051498413,3.684000015258789,3.684000015258789,0
2022-12-22,3.6540000438690186,3.691999912261963,3.6470000743865967,3.6689999103546143,3.6689999103546143,0
2022-12-23,3.7009999752044678,3.753000020980835,3.694999933242798,3.750999927520752,3.750999927520752,0
2022-12-27,3.7869999408721924,3.861999988555908,3.7869999408721924,3.859999895095825,3.859999895095825,0
2022-12-28,3.818000078201294,3.890000104904175,3.815000057220459,3.88700008392334,3.88700008392334,0
2022-12-29,3.868000030517578,3.885999917984009,3.818000078201294,3.8350000381469727,3.8350000381469727,0
2022-12-30,3.86899995803833,3.9049999713897705,3.8310000896453857,3.878999948501587,3.878999948501587,0
2023-01-03,3.757999897003174,3.809999942779541,3.7239999771118164,3.7929999828338623,3.7929999828338623,0
2023-01-04,3.677000045776367,3.7279999256134033,3.6640000343322754,3.7090001106262207,3.7090001106262207,0
2023-01-05,3.7279999256134033,3.7839999198913574,3.697999954223633,3.7200000286102295,3.7200000286102295,0
2023-01-06,3.746000051498413,3.753999948501587,3.558000087738037,3.569000005722046,3.569000005722046,0
2023-01-09,3.5889999866485596,3.5910000801086426,3.507999897003174,3.5169999599456787,3.5169999599456787,0
2023-01-10,3.578000068664551,3.6389999389648438,3.566999912261963,3.621000051498413,3.621000051498413,0
2023-01-11,3.569000005722046,3.5950000286102295,3.552000045776367,3.553999900817871,3.553999900817871,0
2023-01-12,3.503999948501587,3.5910000801086426,3.430999994277954,3.4489998817443848,3.4489998817443848,0
2023-01-13,3.489000082015991,3.515000104904175,3.430000066757202,3.510999917984009,3.510999917984009,0
2023-01-17,3.575000047683716,3.5789999961853027,3.496000051498413,3.5350000858306885,3.5350000858306885,0
2023-01-18,3.4630000591278076,3.4670000076293945,3.375,3.375,3.375,0
2023-01-19,3.3970000743865967,3.427999973297119,3.372999906539917,3.3970000743865967,3.3970000743865967,0
2023-01-20,3.441999912261963,3.500999927520752,3.433000087738037,3.4839999675750732,3.4839999675750732,0
2023-01-23,3.503000020980835,3.546999931335449,3.493000030517578,3.5250000953674316,3.5250000953674316,0
2023-01-24,3.513000011444092,3.555999994277954,3.4579999446868896,3.4690001010894775,3.4690001010894775,0
2023-01-25,3.434000015258789,3.489000082015991,3.421999931335449,3.4619998931884766,3.4619998931884766,0
2023-01-26,3.490999937057495,3.5209999084472656,3.4519999027252197,3.493000030517578,3.493000030517578,0
2023-01-27,3.5439999103546143,3.552000045776367,3.5179998874664307,3.5179998874664307,3.5179998874664307,0
2023-01-30,3.552999973297119,3.5739998817443848,3.5220000743865967,3.5510001182556152,3.5510001182556152,0
2023-01-31,3.5309998989105225,3.552999973297119,3.48799991607666,3.5290000438690186,3.5290000438690186,0
2023-02-01,3.4749999046325684,3.509999990463257,3.38700008392334,3.3970000743865967,3.3970000743865967,0
2023-02-02,3.372999906539917,3.4070000648498535,3.3340001106262207,3.3959999084472656,3.3959999084472656,0
2023-02-03,3.390000104904175,3.555999994277954,3.38100004196167,3.5320000648498535,3.5320000648498535,0
2023-02-06,3.5989999771118164,3.6440000534057617,3.5989999771118164,3.634000062942505,3.634000062942505,0
2023-02-07,3.6449999809265137,3.680999994277954,3.5969998836517334,3.6740000247955322,3.6740000247955322,0
2023-02-08,3.6579999923706055,3.691999912261963,3.630000114440918,3.6530001163482666,3.6530001163482666,0
2023-02-09,3.5859999656677246,3.690000057220459,3.575000047683716,3.683000087738037,3.683000087738037,0
2023-02-10,3.686000108718872,3.746999979019165,3.6730000972747803,3.74399995803833,3.74399995803833,0
2023-02-13,3.746999979019165,3.755000114440918,3.7019999027252197,3.7170000076293945,3.7170000076293945,0
2023-02-14,3.687999963760376,3.7990000247955322,3.621999979019165,3.760999917984009,3.760999917984009,0
2023-02-15,3.749000072479248,3.822000026702881,3.749000072479248,3.809000015258789,3.809000015258789,0
2023-02-16,3.802999973297119,3.86899995803833,3.7929999828338623,3.8429999351501465,3.8429999351501465,0
2023-02-17,3.885999917984009,3.9000000953674316,3.8239998817443848,3.828000068664551,3.828000068664551,0
2023-02-21,3.8940000534057617,3.9619998931884766,3.88100004196167,3.9549999237060547,3.9549999237060547,0
2023-02-22,3.927000045776367,3.9509999752044678,3.890000104904175,3.9230000972747803,3.9230000972747803,0
2023-02-23,3.940999984741211,3.9779999256134033,3.86299991607666,3.878999948501587,3.878999948501587,0
2023-02-24,3.9159998893737793,3.9779999256134033,3.9079999923706055,3.9489998817443848,3.9489998817443848,0
2023-02-27,3.9670000076293945,3.9670000076293945,3.8970000743865967,3.921999931335449,3.921999931335449,0
2023-02-28,3.947000026702881,3.9830000400543213,3.9040000438690186,3.9159998893737793,3.9159998893737793,0
2023-03-01,3.940000057220459,4.00600004196167,3.934000015258789,3.99399995803833,3.99399995803833,0
2023-03-02,4.050000190734863,4.091000080108643,4.044000148773193,4.072999954223633,4.072999954223633,0
2023-03-03,4.013000011444092,4.026000022888184,3.9619998931884766,3.9639999866485596,3.9639999866485596,0
2023-03-06,3.9049999713897705,3.989000082015991,3.8970000743865967,3.9830000400543213,3.9830000400543213,0
2023-03-07,3.940000057220459,4.006999969482422,3.9210000038146973,3.9749999046325684,3.9749999046325684,0
2023-03-08,3.9600000381469727,3.994999885559082,3.9010000228881836,3.9760000705718994,3.9760000705718994,0
2023-03-09,4.011000156402588,4.017000198364258,3.8940000534057617,3.924999952316284,3.924999952316284,0
2023-03-10,3.812000036239624,3.8320000171661377,3.6740000247955322,3.694999933242798,3.694999933242798,0
2023-03-13,3.505000114440918,3.546999931335449,3.4189999103546143,3.515000104904175,3.515000104904175,0
2023-03-14,3.5899999141693115,3.684999942779541,3.555999994277954,3.638000011444092,3.638000011444092,0
2023-03-15,3.5260000228881836,3.5299999713897705,3.388000011444092,3.492000102996826,3.492000102996826,0
2023-03-16,3.430999994277954,3.5869998931884766,3.36899995803833,3.5850000381469727,3.5850000381469727,0
2023-03-17,3.496000051498413,3.496000051498413,3.381999969482422,3.3949999809265137,3.3949999809265137,0
2023-03-20,3.3949999809265137,3.506999969482422,3.3949999809265137,3.4809999465942383,3.4809999465942383,0
2023-03-21,3.572999954223633,3.61299991607666,3.5369999408721924,3.6059999465942383,3.6059999465942383,0
2023-03-22,3.638000011444092,3.6440000534057617,3.4600000381469727,3.5,3.5,0
2023-03-23,3.4830000400543213,3.5199999809265137,3.3929998874664307,3.4059998989105225,3.4059998989105225,0
2023-03-24,3.2980000972747803,3.3970000743865967,3.2950000762939453,3.380000114440918,3.380000114440918,0
2023-03-27,3.4700000286102295,3.5369999408721924,3.4679999351501465,3.5280001163482666,3.5280001163482666,0
2023-03-28,3.5450000762939453,3.575000047683716,3.5220000743865967,3.563999891281128,3.563999891281128,0
2023-03-29,3.5769999027252197,3.609999895095825,3.546999931335449,3.565999984741211,3.565999984741211,0
2023-03-30,3.563999891281128,3.5940001010894775,3.546999931335449,3.5510001182556152,3.5510001182556152,0
2023-03-31,3.555999994277954,3.559999942779541,3.492000102996826,3.49399995803833,3.49399995803833,0
2023-04-03,3.5169999599456787,3.5239999294281006,3.4000000953674316,3.430000066757202,3.430000066757202,0
2023-04-04,3.4730000495910645,3.484999895095825,3.3350000381469727,3.3369998931884766,3.3369998931884766,0
2023-04-05,3.309000015258789,3.3239998817443848,3.2660000324249268,3.2869999408721924,3.2869999408721924,0
2023-04-06,3.2679998874664307,3.305000066757202,3.253000020980835,3.2880001068115234,3.2880001068115234,0
2023-04-10,3.365999937057495,3.436000108718872,3.3510000705718994,3.4149999618530273,3.4149999618530273,0
2023-04-11,3.4089999198913574,3.4560000896453857,3.3910000324249268,3.434000015258789,3.434000015258789,0
2023-04-12,3.447000026702881,3.4600000381469727,3.3420000076293945,3.4210000038146973,3.4210000038146973,0
2023-04-13,3.427999973297119,3.4600000381469727,3.371999979019165,3.4519999027252197,3.4519999027252197,0
2023-04-14,3.4539999961853027,3.5360000133514404,3.443000078201294,3.5220000743865967,3.5220000743865967,0
2023-04-17,3.5490000247955322,3.6019999980926514,3.5380001068115234,3.5910000801086426,3.5910000801086426,0
2023-04-18,3.578000068664551,3.6019999980926514,3.5490000247955322,3.572000026702881,3.572000026702881,0
2023-04-19,3.634999990463257,3.6389999389648438,3.5999999046325684,3.6019999980926514,3.6019999980926514,0
2023-04-20,3.565999984741211,3.5789999961853027,3.5260000228881836,3.5450000762939453,3.5450000762939453,0
2023-04-21,3.5339999198913574,3.5799999237060547,3.502000093460083,3.569999933242798,3.569999933242798,0
2023-04-24,3.5450000762939453,3.5450000762939453,3.505000114440918,3.515000104904175,3.515000104904175,0
2023-04-25,3.444999933242798,3.447000026702881,3.378999948501587,3.3959999084472656,3.3959999084472656,0
2023-04-26,3.4110000133514404,3.4579999446868896,3.375,3.431999921798706,3.431999921798706,0
2023-04-27,3.4489998817443848,3.5320000648498535,3.447000026702881,3.5280001163482666,3.5280001163482666,0
2023-04-28,3.4790000915527344,3.49399995803833,3.434999942779541,3.4519999027252197,3.4519999027252197,0
