date,Delta,Gamma
2023-08-09,0.17614734923822903,-5.580728181888606e-05
2023-08-10,0.17663466411444845,-8.062468180017344e-05
2023-08-11,0.17755713621257843,-5.81903884769417e-05
2023-08-14,0.17710046951866376,-8.295398476108364e-05
2023-08-15,0.174940336337573,1.132155996725809e-05
2023-08-16,0.17817981626072668,-5.793997263281457e-05
2023-08-17,0.18006139071006502,-7.217596223111436e-05
2023-08-18,0.18081142206649548,2.998848258246388e-05
2023-08-21,0.18073294729942163,-0.00010143848326456865
2023-08-22,0.17935318772755585,1.8323007881421116e-05
2023-08-23,0.18110655631652886,-5.7804188397165385e-05
2023-08-24,0.1785181843758534,-6.673627994417891e-05
2023-08-25,0.18081304290194586,-7.616582151868266e-05
2023-08-28,0.17891766855314156,-4.2570705342599134e-05
2023-08-29,0.17815797336004074,-2.1462119234919256e-05
2023-08-30,0.17563644164135836,-5.117194094248896e-06
2023-08-31,0.17315578259611425,-3.4356041273437823e-06
2023-09-01,0.1740149484837845,-7.128893059708175e-05
2023-09-04,0.1735135044526973,-0.00011229773443956626
2023-09-05,0.17316284515650868,-5.127816382113624e-05
2023-09-06,0.1750555880946218,-3.913091530377609e-05
2023-09-07,0.17525609618312707,-5.490737432424442e-05
2023-09-08,0.17633474139370225,-5.7509194423457254e-05
2023-09-11,0.17595367236959203,-8.330254762779997e-05
2023-09-12,0.17473329077358055,-8.435089209105348e-05
2023-09-13,0.17550067872329794,-6.532086126630548e-05
2023-09-14,0.17476430323535902,-3.731290972641465e-05
2023-09-15,0.17233676550003837,-5.74246767852127e-05
2023-09-18,0.17557672708622776,-3.450610748662066e-05
2023-09-19,0.17555541603223898,-7.401988619029051e-05
2023-09-20,0.17575547945497702,-2.614831072165667e-05
2023-09-21,0.17953293049238014,-0.00011401098170811373
2023-09-22,0.18342594976311752,-2.865922257785928e-05
2023-09-25,0.18243263074004684,-2.0037548415242046e-05
2023-09-26,0.18134306032095904,-9.963340081386125e-05
2023-09-27,0.18579278076648106,-3.315074519051177e-05
2023-09-28,0.1848860328987935,-0.0001122861179791227
2023-09-29,0.18427252766433538,-2.6904019752947225e-05
2023-10-02,0.18487828024312855,-2.8389854941080592e-05
2023-10-03,0.18324345829633248,-4.255162823174978e-05
2023-10-04,0.18797689943314025,-8.123061265176147e-05
2023-10-05,0.1853946744079962,-0.00010438780207308972
2023-10-06,0.1854111290840412,-6.474628120767602e-05
2023-10-09,0.18319120816523915,-6.83434023969772e-05
2023-10-10,0.1792326076195601,-3.172256583821299e-05
2023-10-11,0.17930075700346784,-0.00010463822857625078
2023-10-12,0.17869229085526725,-5.8807662817224346e-05
2023-10-13,0.1796200196551644,-5.572298621754354e-05
2023-10-16,0.17990414575401595,-8.316281287350146e-05
2023-10-17,0.17714952324617061,-2.3917446395883594e-05
2023-10-18,0.17557423916129897,-2.3679263533185486e-05
2023-10-19,0.181474177692994,-0.00010992182440581413
2023-10-20,0.1830012509371138,-8.782116148153819e-06
2023-10-23,0.18687675844550872,-0.00011851958232339998
2023-10-24,0.18810423787164407,-8.365823707914034e-05
2023-10-25,0.18456735066872487,-0.00010313169829135307
2023-10-26,0.19033854230702457,-0.00012845957603032344
2023-10-27,0.19388387096910825,-0.00011169030180678289
2023-10-30,0.1953416114741504,-2.7847064958584033e-05
2023-10-31,0.19059454079022958,-9.863777405912308e-05
2023-11-01,0.18995998695913835,-9.414491206425898e-05
2023-11-02,0.18607052093385323,-6.863768677562091e-05
2023-11-03,0.1801144570726411,-0.0001264191469521232
2023-11-06,0.17633121875251043,5.700092563014626e-06
2023-11-07,0.17466141600945098,-8.158142703267982e-05
2023-11-08,0.17527743391100406,-0.00011631293354657177
2023-11-09,0.17431958708166811,-1.7563515797736263e-05
