date,Delta,Gamma
2023-08-09,0.1323690027925295,2.728484105318784e-10
2023-08-10,0.13229534989477543,-1.8189894035458562e-10
2023-08-11,0.13217548555076064,0.0
2023-08-14,0.13207240023120903,-9.094947017729281e-11
2023-08-15,0.13212961294129855,9.094947017729281e-11
2023-08-16,0.13207754774157365,0.0
2023-08-17,0.13213369272079944,9.094947017729281e-11
2023-08-18,0.13221449526326978,-9.094947017729281e-11
2023-08-21,0.13211349203629652,0.0
2023-08-22,0.13204340722722918,-9.094947017729281e-11
2023-08-23,0.13226548857346643,0.0
2023-08-24,0.13221074256307475,0.0
2023-08-25,0.13211766081212772,-2.728484105318784e-10
2023-08-28,0.13220968232644736,-9.094947017729281e-11
2023-08-29,0.13247622383005364,-1.8189894035458562e-10
2023-08-30,0.1324648506442827,0.0
2023-08-31,0.13257058821409373,-9.094947017729281e-11
2023-09-01,0.13255995937242915,-9.094947017729281e-11
2023-09-04,0.13259149804980552,0.0
2023-09-05,0.13240413715948307,-9.094947017729281e-11
2023-09-06,0.13228392130713473,0.0
2023-09-07,0.13248426179870876,1.8189894035458562e-10
2023-09-08,0.1324257880605728,0.0
2023-09-11,0.13248296291749284,-1.8189894035458562e-10
2023-09-12,0.1324727363794409,9.094947017729281e-11
2023-09-13,0.1325510606466196,0.0
2023-09-14,0.13249912298533673,-2.728484105318784e-10
2023-09-15,0.13248491980448307,0.0
2023-09-18,0.13246277144162377,9.094947017729281e-11
2023-09-19,0.13242130208027447,-9.094947017729281e-11
2023-09-20,0.13238148379059567,0.0
2023-09-21,0.13234221687071113,-1.8189894035458562e-10
2023-09-22,0.13242993915127954,-2.728484105318784e-10
2023-09-25,0.13244181166783164,9.094947017729281e-11
2023-09-26,0.13249513739992835,-1.8189894035458562e-10
2023-09-27,0.13238857746728172,3.6379788070917124e-10
2023-09-28,0.13256338714199956,0.0
2023-09-29,0.1326317625489537,1.8189894035458562e-10
2023-10-02,0.13246169337435276,0.0
2023-10-03,0.13241985807326273,0.0
2023-10-04,0.13261375869660696,0.0
2023-10-05,0.13270763201717273,-9.094947017729281e-11
2023-10-06,0.13265735638242404,9.094947017729281e-11
2023-10-09,0.13264928944408894,1.8189894035458562e-10
2023-10-10,0.13289155624761406,-2.728484105318784e-10
2023-10-11,0.13292192524659185,-1.8189894035458562e-10
2023-10-12,0.132778772203892,1.8189894035458562e-10
2023-10-13,0.13284155183100665,0.0
2023-10-16,0.13276523382046435,0.0
2023-10-17,0.13258465814033116,0.0
2023-10-18,0.13260971675890687,2.728484105318784e-10
2023-10-19,0.13271620574187182,9.094947017729281e-11
2023-10-20,0.1328555801501352,0.0
2023-10-23,0.13292485425836276,-9.094947017729281e-11
2023-10-24,0.13296726593807762,-2.728484105318784e-10
2023-10-25,0.13288291354001558,1.8189894035458562e-10
2023-10-26,0.13304810696126879,2.728484105318784e-10
2023-10-27,0.1331320460826646,-9.094947017729281e-11
2023-10-30,0.13309250940210404,-9.094947017729281e-11
2023-10-31,0.13304459594792206,9.094947017729281e-11
2023-11-01,0.13329740716017113,1.8189894035458562e-10
2023-11-02,0.13327629795867324,-9.094947017729281e-11
2023-11-03,0.1335946445533409,-1.8189894035458562e-10
2023-11-06,0.13345457712148345,-1.8189894035458562e-10
2023-11-07,0.13356132242961394,9.094947017729281e-11
2023-11-08,0.13355272209992108,0.0
2023-11-09,0.1333970673431395,1.8189894035458562e-10
